,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable
8736,46792871.0,1.0,1.0,6.2,7.3,1.0,2.5,1.0,1.0,171.0,1.6,365,30,60,365,9.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.21,25/09/2024,Single and shared rooms near downtown.,"You will like my house very much, my house is big and very interesting since there are many foreigners from other countries in the world. The atmosphere is very nice.<br /><br />We are in an excellent location near downtown and next to the Metrobus.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-46792871/original/9ebb75f3-ad08-44b6-ab9d-9944eec9aad1.jpeg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,2.5 shared baths,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,03/04/2023,SIN INFORMACION,f
8759,46836250.0,1.0,1.0,6.2,7.3,1.0,2.5,1.0,1.0,199.0,1.6,365,30,60,365,3.0,0.0,0.0,4.8,5.0,4.67,4.67,5.0,5.0,4.67,0.07,25/09/2024,"Shared room, near to Metrobus!","You will like my house very much, my house is big and very interesting since there are many foreigners from other countries in the world. The atmosphere is very nice.<br /><br />We are in an excellent location near downtown and next to the Metrobus.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-46836250/original/d0c32b28-ed36-4a00-9125-6d3929fbe097.jpeg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,2.5 shared baths,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,17/07/2021,SIN INFORMACION,f
8778,46883444.0,1.0,0.99,2.0,3.0,4.0,1.0,1.0,1.4,417.0,1.0,2,23,44,345,95.0,37.0,3.0,4.82,4.77,4.61,4.78,4.88,4.94,4.73,3.1,25/09/2024,CÃ³modo espacio 10 min Foro Sol y Palacio deportes,"Comfortable, quiet and clean place. Very nice and connected, 4 blocks away is the Palace of Sports, 10 minutes away is the Foro Sol walking and 15 minutes from the airport by car.","It's a calm, well-lit and safe colony, there are restaurants and coffee shops, the closest is a sushitto.",https://a0.muscache.com/pictures/324c23ae-1fd7-4e72-a9ca-6cddb7fa0c6a.jpg,Iliana,07/11/2018,Hilvanando instantes para confeccionar la vida.,within an hour,t,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in rental unit,Shared room,1 shared bath,"[""Iron"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Host greets you"", ""Gas stove"", ""Refrigerator"", ""Mosquito net"", ""Dishes and silverware"", ""Hangers"", ""Mini fridge"", ""Shared backyard"", ""Body soap"", ""Carbon monoxide alarm"", ""First aid kit"", ""Garden view"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Sound system with aux"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Books and reading material"", ""Drying rack for clothing"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Window guards"", ""Clothing storage: wardrobe"", ""Free street parking"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer""]",SIN INFORMACION,t,25/09/2024,23/09/2024,SIN INFORMACION,f
8780,46717456.0,1.0,1.0,25.0,27.0,1.0,1.2,1.0,1.0,300.0,1.0,7,20,41,70,64.0,0.0,0.0,4.75,4.81,4.61,4.78,4.78,4.91,4.66,1.39,26/09/2024,Cama en HabitaciÃ³n Â¨PeyoteÂ¨ dentro de Hostal,SIN INFORMACION,"Finely designed common spaces: TV<br /> room with connectors, everything you need to work or relax<br />Ground floor terrace: enjoy a moment of harmony on our terrace full of details and green spaces.<br />Rooftop terrace offers the best view of the city, has a snack, works in the best space, we have gourmet cuisine for pairings Gourmet experience with private chef asks about it (minimum groups 5 people)",https://a0.muscache.com/pictures/miso/Hosting-44064457/original/87d226ee-67f6-4d44-a8bf-17635560c50e.jpeg,Maria Esperanza,25/06/2016,SIN INFORMACIO,within an hour,SIN INFORMACION,"['email', 'phone']",t,t,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in hostel,Shared room,4 shared baths,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Induction stove"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Ceiling fan"", ""Hangers"", ""Body soap"", ""Hot water kettle"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""TV"", ""Bed linens"", ""Kitchen"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,26/09/2024,29/06/2023,SIN INFORMACION,t
8951,47705899.0,1.0,1.0,6.2,7.3,1.0,1.2,1.0,1.0,168.0,1.6,365,30,60,365,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³nes Compartidas Para Viajeros,"Hello friends, you will like my house very much, it is very large  and interesting, I always have guests from different parts of the world and so there is a very wide cultural exchange. The atmosphere is very pleasant. You will meet at my house with guests from several continents.<br /><br />We are in an excellent location close to the city center and we have the Metrobus around.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-47705899/original/78120bb5-81aa-4d2d-b327-7198335470b9.jpeg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,5 shared baths,"[""Iron"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In building"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
8953,47707378.0,1.0,1.0,6.2,7.3,1.0,3.0,1.0,1.0,171.0,1.6,365,30,60,365,6.0,0.0,0.0,4.5,4.9,4.5,4.67,4.5,5.0,4.8,0.15,25/09/2024,Single and shared rooms near downtown.,"You will like my house very much, my house is big and very interesting since there are many foreigners from other countries in the world. The atmosphere is very nice.<br /><br />We are in an excellent location near downtown and next to the Metrobus.",SIN INFORMACION,https://a0.muscache.com/pictures/0f2bde34-3b52-4cc0-be45-a94904cb5d6c.jpg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,3 shared baths,"[""Iron"", ""Outdoor furniture"", ""Wifi"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Luggage dropoff allowed"", ""TV"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,30/11/2022,SIN INFORMACION,f
8988,47781375.0,1.0,1.0,6.2,7.3,1.0,1.2,1.0,1.0,169.0,1.6,365,30,60,365,2.0,0.0,0.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,0.05,25/09/2024,Single and shared rooms near downtown.,"You will like my house very much, my house is big and very interesting since there are many foreigners from other countries in the world. The atmosphere is very nice.<br /><br />We are in an excellent location near downtown and next to the Metrobus.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-47781375/original/7ce279b0-68a1-43d3-b855-801ff7a537fa.jpeg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,5 shared baths,"[""Iron"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In building"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,16/09/2023,SIN INFORMACION,f
9076,47935106.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,249.0,1.0,15,30,60,365,4.0,2.0,1.0,4.8,4.9,4.5,4.5,4.5,4.5,4.8,0.15,25/09/2024,Aparta tu cama en dormitorio compartido,A mixed shared bedroom bed,SIN INFORMACION,https://a0.muscache.com/pictures/4162a09f-1808-4647-a5f3-aa686d23a1b2.jpg,HÃ©ctor Manuel,17/06/2020,"Hostal Amigo, el sitio ideal para viajeros...",within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in hostel,Shared room,0 shared baths,"[""Iron"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Cooking basics"", ""Smoke alarm""]",SIN INFORMACION,t,25/09/2024,29/08/2024,SIN INFORMACION,t
9148,48052717.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1511.6,1.6,1125,0,0,0,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Departamento,ESSENTIAL BEDROOM WITH SELF-SERVICE,there is no shopping area nearby,https://a0.muscache.com/pictures/5dc03818-cf9a-4b1d-86c3-207a13916eca.jpg,Beatriz,05/02/2021,SIN INFORMACIO,SIN INFORMACION,f,"['email', 'phone', 'work_email']",t,f,"Mexico City, Ciudad de MÃ©xico, Mexico",Shared room in rental unit,Shared room,0 shared baths,"[""Free carport on premises \u2013 1 space"", ""Host greets you"", ""Smoking allowed"", ""Bed linens""]",SIN INFORMACION,SIN INFORMACION,26/09/2024,SIN INFORMACION,SIN INFORMACION,f
9197,48622271.0,1.0,1.0,6.2,7.3,1.0,1.2,1.0,1.0,171.0,1.6,365,30,60,365,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Single and shared rooms near downtown.,"You will like my house very much, my house is big and very interesting since there are many foreigners from other countries in the world. The atmosphere is very nice.<br /><br />We are in an excellent location near downtown and next to the Metrobus.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-48622271/original/1f2aca13-fadf-4527-9b8b-c7b75ac5f093.jpeg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,4 shared baths,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Board games"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
9200,48639930.0,1.0,1.0,6.2,7.3,1.0,1.2,1.0,1.0,168.0,1.6,365,30,60,365,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Habitacion Compartida Cerca del Centro y Metrobus,"Hello friends, you will like my house very much, it is very large  and interesting, I always have guests from different parts of the world and so there is a very wide cultural exchange. The atmosphere is very pleasant. You will meet at my house with guests from several continents.<br /><br />We are in an excellent location close to the city center and we have the Metrobus around.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-48639930/original/d515733d-c18c-4775-8de4-bdc810fb3c73.jpeg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,5 shared baths,"[""Iron"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In building"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
9240,48715981.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,280.0,2.0,32,30,60,365,47.0,10.0,1.0,4.68,4.85,4.53,4.89,4.83,4.98,4.74,1.14,25/09/2024,Sofa-bed livingroom great location(Reforma-Ãngel),"The sofa bed in the living room, is very comfortable and you will have the essentials to enjoy your stay.<br />The apartment is located 2 blocks away from Reforma (Angel of Independence and Diana) and 2km from the City Center. The building has a lift :)<br />The space is shared with me and my 2 roomies :)","The flat is located 2 blocks away from Reforma (Angel of Independence) and 2km from the City Center. Near to Polanco, Condesa, Roma, etc.",https://a0.muscache.com/pictures/miso/Hosting-48715981/original/753100da-ce96-4330-b9c8-8a3726f5e5d5.jpeg,Mario,14/09/2015,"Good vibes 
-Sagittarius
-Dancer
-Engineer
-Traveler",within a few hours,f,"['email', 'phone']",t,t,"JuÃ¡rez, Ciudad de MÃ©xico, Mexico",Shared room in rental unit,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Private patio or balcony"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Host greets you"", ""Bikes"", ""Refrigerator"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""HDTV with Amazon Prime Video, Netflix"", ""Body soap"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Dryer"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Stove"", ""Extra pillows and blankets"", ""Cleaning products"", ""Room-darkening shades"", ""Wine glasses"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Single level home""]",SIN INFORMACION,t,25/09/2024,16/09/2024,SIN INFORMACION,f
9339,48594766.0,1.0,1.0,6.2,7.3,1.0,2.5,1.0,1.0,212.0,1.6,365,30,60,180,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Welcome to my house freinds! Shared Room,"You will like my house very much, my house is big and very interesting since there are many foreigners from other countries in the world. The atmosphere is very nice.<br /><br />We are in an excellent location near downtown and next to the Metrobus.",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-48594766/original/e7e110ab-4e72-45bf-800b-508ad85bc1dc.jpeg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,2.5 shared baths,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Fire extinguisher"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
